ID,TIPO,NM_BAIRRO,NM_DISTRITO,CD_GEOCODMU,NM_MUNICIPIO,NM_MICRO,NM_MESO,NM_UF,CD_NIVEL,CD_CATEGORIA,NM_CATEGORIA,NM_LOCALIDADE,LONG,LAT,ALT
9228,RURAL,,TOBIAS BARRETO,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00005,POVOADO,CAMPO PEQUENO,-37.9070957470293,-11.1170820655799,170.982152
9229,RURAL,,TOBIAS BARRETO,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00019,LUGAREJO,CANCELÃO,-37.8976350240783,-11.1065682349869,174.337971
9230,RURAL,,TOBIAS BARRETO,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00010,POVOADO,CANDEIAS,-37.8850350952216,-11.1612734785783,205.332582
9231,RURAL,,TOBIAS BARRETO,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00007,POVOADO,ROMA,-37.9506789915156,-11.1975951853329,164.664673
9232,RURAL,,TOBIAS BARRETO,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00018,POVOADO,RIACHO FUNDO,-37.9158213150114,-11.1915530253805,174.265315
9233,RURAL,,TOBIAS BARRETO,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00021,POVOADO,SAQUINHO,-37.8570452063227,-11.1166996482394,220.987662
9234,URBANO,,SAMAMBAIA,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,2,10,VILA,SAMAMBAIA,-38.0557627073959,-10.9207727325172,220.491779
9235,RURAL,,SAMAMBAIA,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00016,POVOADO,PILÃO,-38.1007741714861,-11.0056965291777,187.855925
9236,RURAL,,SAMAMBAIA,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00017,POVOADO,POÇO DA CLARA,-38.1538164077837,-10.9089778381567,223.920311
9237,RURAL,,SAMAMBAIA,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00008,POVOADO,MONTES COELHOS,-38.1632378072314,-10.9817291819186,204.968056
9238,RURAL,,SAMAMBAIA,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00012,POVOADO,ALAGOINHAS,-38.1367235668249,-10.9871555210974,217.726879
9239,RURAL,,SAMAMBAIA,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00013,POVOADO,CURTUME,-38.1183762927396,-10.8646447620511,235.885628
9240,RURAL,,SAMAMBAIA,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00014,POVOADO,PEDRA DE AMOLAR,-38.1002138201978,-10.9163072704869,224.671131
9241,RURAL,,SAMAMBAIA,2807402,TOBIAS BARRETO,TOBIAS BARRETO,AGRESTE SERGIPANO,SERGIPE,3,00020,LUGAREJO,NOVO MARIMBONDO,-38.0868880119144,-10.9130055197711,239.761761
9242,URBANO,,TOMAR DO GERU,2807501,TOMAR DO GERU,BOQUIM,LESTE SERGIPANO,SERGIPE,1,05,CIDADE,TOMAR DO GERU,-37.8453707752723,-11.3680522747437,179.415592
9243,RURAL,,TOMAR DO GERU,2807501,TOMAR DO GERU,BOQUIM,LESTE SERGIPANO,SERGIPE,3,00001,POVOADO,CAMPO GRANDE,-37.9432238162815,-11.2956554915945,192.976358
9244,RURAL,,TOMAR DO GERU,2807501,TOMAR DO GERU,BOQUIM,LESTE SERGIPANO,SERGIPE,4,00002,PROJETO DE ASSENTAMENTO,AGROVILA DO PA SERRA DO RIO REAL,-37.9272979467973,-11.3939198880354,143.764822
9245,URBANO,,UMBAÚBA,2807600,UMBAÚBA,BOQUIM,LESTE SERGIPANO,SERGIPE,1,05,CIDADE,UMBAÚBA,-37.6611466730617,-11.3798724696847,146.043021
9246,RURAL,,UMBAÚBA,2807600,UMBAÚBA,BOQUIM,LESTE SERGIPANO,SERGIPE,4,00005,PROJETO DE ASSENTAMENTO,AGROVILA DO PA MANGABEIRA,-37.6130586728821,-11.3943625248232,124.935862
9247,RURAL,,UMBAÚBA,2807600,UMBAÚBA,BOQUIM,LESTE SERGIPANO,SERGIPE,3,00004,LUGAREJO,QUEIMADA GRANDE,-37.6285137299128,-11.3926486169223,131.873781
9248,RURAL,,UMBAÚBA,2807600,UMBAÚBA,BOQUIM,LESTE SERGIPANO,SERGIPE,3,00003,LUGAREJO,ESTIVA,-37.6836842479665,-11.3708354563246,150.881445
9249,RURAL,,UMBAÚBA,2807600,UMBAÚBA,BOQUIM,LESTE SERGIPANO,SERGIPE,3,00006,POVOADO,TAUÁ,-37.6605763715078,-11.3574127463282,145.214015
9250,RURAL,,UMBAÚBA,2807600,UMBAÚBA,BOQUIM,LESTE SERGIPANO,SERGIPE,3,00002,POVOADO,MATINHA,-37.6764559126639,-11.3500340403196,149.267282
9251,URBANO,,ABAÍRA,2900108,ABAÍRA,SEABRA,CENTRO SUL BAIANO,BAHIA,1,05,CIDADE,ABAÍRA,-41.661608480236,-13.2535318932762,674.223656
9252,URBANO,,CATOLÉS,2900108,ABAÍRA,SEABRA,CENTRO SUL BAIANO,BAHIA,2,10,VILA,CATOLÉS,-41.8476642535119,-13.2911803542853,1022.336833
9253,RURAL,,CATOLÉS,2900108,ABAÍRA,SEABRA,CENTRO SUL BAIANO,BAHIA,3,00002,POVOADO,OURO VERDE,-41.7595015423965,-13.3225701594999,795.20686
9254,RURAL,,CATOLÉS,2900108,ABAÍRA,SEABRA,CENTRO SUL BAIANO,BAHIA,3,00001,POVOADO,ENGENHO,-41.8095025479211,-13.2976818815,912.460074
9255,URBANO,,ABARÉ,2900207,ABARÉ,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,1,05,CIDADE,ABARÉ,-39.1165879396428,-8.72341824568634,316.381994
9256,URBANO,,IBÓ,2900207,ABARÉ,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,2,10,VILA,IBÓ,-39.2457439045433,-8.63188844898639,321.683505
9257,RURAL,,IBÓ,2900207,ABARÉ,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,3,00001,POVOADO,ICOZEIRA,-39.3272056627849,-8.94152391849991,348.394158
9258,RURAL,,IBÓ,2900207,ABARÉ,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,3,00005,POVOADO,AGROVILA 17,-39.3910949029018,-8.67677283849995,374.402185
9259,RURAL,,IBÓ,2900207,ABARÉ,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,3,00006,POVOADO,AGROVILA 15,-39.4109605315483,-8.68582716199996,367.859438
9260,RURAL,,IBÓ,2900207,ABARÉ,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,3,00007,POVOADO,AGROVILA 16,-39.399047858048,-8.69045873899993,375.141989
9261,RURAL,,IBÓ,2900207,ABARÉ,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,3,00008,POVOADO,AGROVILA 18,-39.4018105689766,-8.70132346649993,372.757816
9262,RURAL,,IBÓ,2900207,ABARÉ,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,3,00009,POVOADO,AGROVILA 19,-39.4043970709508,-8.71112707999996,371.439477
9263,RURAL,,IBÓ,2900207,ABARÉ,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,BAHIA,3,00012,POVOADO,AGROVILA 14,-39.4285987992528,-8.71316768049994,387.178554
9264,URBANO,,ACAJUTIBA,2900306,ACAJUTIBA,ALAGOINHAS,NORDESTE BAIANO,BAHIA,1,05,CIDADE,ACAJUTIBA,-38.0182863705796,-11.6626128300483,183.928384
9265,RURAL,,ACAJUTIBA,2900306,ACAJUTIBA,ALAGOINHAS,NORDESTE BAIANO,BAHIA,3,00002,POVOADO,CANATIBIA,-38.0102673763957,-11.7097789414396,174.614643
9266,URBANO,,ADUSTINA,2900355,ADUSTINA,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,1,05,CIDADE,ADUSTINA,-38.1155058347825,-10.5295715700202,280.710248
9267,RURAL,,ADUSTINA,2900355,ADUSTINA,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,3,00001,POVOADO,SÍTIO DA CONCEIÇÃO,-38.0408648239179,-10.6461356385,457.472583
9268,RURAL,,ADUSTINA,2900355,ADUSTINA,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,3,00002,POVOADO,BOM JESUS,-38.0871142574904,-10.5647559668543,239.85937
9269,RURAL,,ADUSTINA,2900355,ADUSTINA,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,3,00003,POVOADO,LAGOA DO BARRO,-38.0040171442221,-10.6514444235652,456.110398
9270,URBANO,,ÁGUA FRIA,2900405,ÁGUA FRIA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,1,05,CIDADE,ÁGUA FRIA,-38.7680777950043,-11.8729309975791,299.885981
9271,URBANO,,PATAÍBA,2900405,ÁGUA FRIA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,2,10,VILA,PATAÍBA,-38.7460666254653,-11.6981771146202,221.363566
9272,URBANO,,ÉRICO CARDOSO,2900504,ÉRICO CARDOSO,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,BAHIA,1,05,CIDADE,ÉRICO CARDOSO,-42.1361637333109,-13.4223477953016,726.676975
9273,RURAL,,ÉRICO CARDOSO,2900504,ÉRICO CARDOSO,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,BAHIA,3,00001,POVOADO,BARRA,-42.072919439176,-13.5056992374999,792.708409
9274,RURAL,,ÉRICO CARDOSO,2900504,ÉRICO CARDOSO,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,BAHIA,3,00002,POVOADO,CACHOEIRA GRANDE,-42.1662474526045,-13.4203728424999,682.262904
9275,RURAL,,ÉRICO CARDOSO,2900504,ÉRICO CARDOSO,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,BAHIA,3,00003,POVOADO,PORTEIRA,-42.1505677535784,-13.3073999499999,833.730591
9276,RURAL,,ÉRICO CARDOSO,2900504,ÉRICO CARDOSO,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,BAHIA,3,00004,POVOADO,UMBUZEIRO DOS CARDOSO,-42.1407320801019,-13.3604818039999,723.551803
9277,RURAL,,ÉRICO CARDOSO,2900504,ÉRICO CARDOSO,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,BAHIA,3,00005,POVOADO,SANTARÉM,-42.1820204603205,-13.2723160469999,825.935975
9278,RURAL,,ÉRICO CARDOSO,2900504,ÉRICO CARDOSO,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,BAHIA,3,00006,POVOADO,RIO DA CAIXA,-41.9922793319656,-13.3510498685,1017.600637
9279,RURAL,,ÉRICO CARDOSO,2900504,ÉRICO CARDOSO,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,BAHIA,3,00007,POVOADO,CACHOEIRINHA,-42.1631500447875,-13.4323499379999,680.885114
9280,URBANO,,AIQUARA,2900603,AIQUARA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,1,05,CIDADE,AIQUARA,-39.8857780091229,-14.1272774885543,155.101843
9281,RURAL,,AIQUARA,2900603,AIQUARA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,3,00001,POVOADO,PALMEIRINHA,-39.831102245362,-14.0396307816345,157.073525
9282,URBANO,,ALAGOINHAS,2900702,ALAGOINHAS,ALAGOINHAS,NORDESTE BAIANO,BAHIA,1,05,CIDADE,ALAGOINHAS,-38.4226157693395,-12.1341825924055,141.137056
9283,URBANO,,BOA UNIÃO,2900702,ALAGOINHAS,ALAGOINHAS,NORDESTE BAIANO,BAHIA,2,15,VILA,BOA UNIÃO,-38.5051967793966,-12.1871966063117,161.086065
9284,URBANO,,RIACHO DA GUIA,2900702,ALAGOINHAS,ALAGOINHAS,NORDESTE BAIANO,BAHIA,2,20,VILA,RIACHO DA GUIA,-38.3877266931158,-11.9625488846738,202.367442
9285,RURAL,,RIACHO DA GUIA,2900702,ALAGOINHAS,ALAGOINHAS,NORDESTE BAIANO,BAHIA,3,00004,POVOADO,SUCUPIRA,-38.3753313286348,-11.9836827091033,224.775499
9286,RURAL,,RIACHO DA GUIA,2900702,ALAGOINHAS,ALAGOINHAS,NORDESTE BAIANO,BAHIA,3,00003,POVOADO,QUIZAMBU,-38.4029473038967,-11.939158553019,210.508305
9287,RURAL,,RIACHO DA GUIA,2900702,ALAGOINHAS,ALAGOINHAS,NORDESTE BAIANO,BAHIA,3,00001,POVOADO,CONCEIÇÃO,-38.4581312837361,-11.9412585625893,244.273771
9288,RURAL,,RIACHO DA GUIA,2900702,ALAGOINHAS,ALAGOINHAS,NORDESTE BAIANO,BAHIA,3,00005,POVOADO,DOS BORGES,-38.4204041673175,-11.9429793738737,198.968873
9289,URBANO,,ALCOBAÇA,2900801,ALCOBAÇA,PORTO SEGURO,SUL BAIANO,BAHIA,1,05,CIDADE,ALCOBAÇA,-39.1942143206578,-17.5189333438062,6.398941
9290,RURAL,,ALCOBAÇA,2900801,ALCOBAÇA,PORTO SEGURO,SUL BAIANO,BAHIA,3,00007,POVOADO,APARAJÚ,-39.3039171411363,-17.615861872,18.914001
9291,RURAL,,ALCOBAÇA,2900801,ALCOBAÇA,PORTO SEGURO,SUL BAIANO,BAHIA,3,00005,POVOADO,TAQUARI,-39.4337562604464,-17.6539287532729,44.471102
9292,URBANO,,SÃO JOSÉ,2900801,ALCOBAÇA,PORTO SEGURO,SUL BAIANO,BAHIA,2,25,VILA,SÃO JOSÉ,-39.4302334236496,-17.4975964611135,55.563606
9293,RURAL,,SÃO JOSÉ,2900801,ALCOBAÇA,PORTO SEGURO,SUL BAIANO,BAHIA,3,00002,POVOADO,POUSO ALEGRE,-39.5969275510389,-17.4125118719999,67.257633
9294,RURAL,,SÃO JOSÉ,2900801,ALCOBAÇA,PORTO SEGURO,SUL BAIANO,BAHIA,3,00001,POVOADO,NOVO DESTINO,-39.4838278999547,-17.4227618719999,36.658453
9295,URBANO,,ALMADINA,2900900,ALMADINA,ILHÉUS-ITABUNA,SUL BAIANO,BAHIA,1,05,CIDADE,ALMADINA,-39.6359031752447,-14.7060477475217,290.725503
9296,URBANO,,AMARGOSA,2901007,AMARGOSA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,1,05,CIDADE,AMARGOSA,-39.5981225034895,-13.0344513621971,393.843499
9297,URBANO,,CORTA MÃO,2901007,AMARGOSA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,2,10,VILA,CORTA MÃO,-39.504581776712,-13.0722576518013,222.088305
9298,URBANO,,DIÓGENES SAMPAIO,2901007,AMARGOSA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,2,15,VILA,DIÓGENES SAMPAIO,-39.5913813501574,-12.9572684796425,307.203606
9299,URBANO,,ITACHAMA,2901007,AMARGOSA,JEQUIÉ,CENTRO SUL BAIANO,BAHIA,2,20,VILA,ITACHAMA,-39.7213295780388,-13.0279322590586,425.034038
9300,URBANO,,AMÉLIA RODRIGUES,2901106,AMÉLIA RODRIGUES,CATU,METROPOLITANA DE SALVADOR,BAHIA,1,05,CIDADE,AMÉLIA RODRIGUES,-38.7555569164417,-12.4001884013071,203.610518
9301,RURAL,,AMÉLIA RODRIGUES,2901106,AMÉLIA RODRIGUES,CATU,METROPOLITANA DE SALVADOR,BAHIA,3,00001,POVOADO,ITAPETINGUI,-38.7163279804913,-12.4483485924807,95.818855
9302,URBANO,,INHATÁ,2901106,AMÉLIA RODRIGUES,CATU,METROPOLITANA DE SALVADOR,BAHIA,2,10,VILA,INHATÁ,-38.7013782573817,-12.4018292740586,204.656665
9303,URBANO,,MATA DA ALIANÇA,2901106,AMÉLIA RODRIGUES,CATU,METROPOLITANA DE SALVADOR,BAHIA,2,15,VILA,MATA DA ALIANÇA,-38.679438606448,-12.4597280502101,75.91682
9304,URBANO,,AMÉRICA DOURADA,2901155,AMÉRICA DOURADA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,1,05,CIDADE,AMÉRICA DOURADA,-41.4371632791237,-11.4496458647759,688.068958
9305,RURAL,,AMÉRICA DOURADA,2901155,AMÉRICA DOURADA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,3,00002,POVOADO,LAGOA DOS BORGES,-41.5346262676496,-11.3961230358376,800.907885
9306,RURAL,,AMÉRICA DOURADA,2901155,AMÉRICA DOURADA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,3,00001,POVOADO,IPANEMA,-41.5965445083263,-11.3653099378143,803.627668
9307,RURAL,,AMÉRICA DOURADA,2901155,AMÉRICA DOURADA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,3,00003,POVOADO,CALDEIRÃO DE FORA,-41.5975343319764,-11.3580507036635,798.62176
9308,URBANO,,BELO CAMPO,2901155,AMÉRICA DOURADA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,2,10,VILA,BELO CAMPO,-41.6897544828999,-11.4775768708106,799.934605
9309,URBANO,,PREVENIDO,2901155,AMÉRICA DOURADA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,2,15,VILA,PREVENIDO,-41.5154095143735,-11.471282627228,761.138559
9310,RURAL,,PREVENIDO,2901155,AMÉRICA DOURADA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,3,00005,POVOADO,CAMPO ALEGRE,-41.6012407740817,-11.4704602754889,795.218875
9311,URBANO,,SOARES,2901155,AMÉRICA DOURADA,IRECÊ,CENTRO NORTE BAIANO,BAHIA,2,20,VILA,SOARES,-41.4813392188035,-11.3092839926594,787.969643
9312,URBANO,,ANAGÉ,2901205,ANAGÉ,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,1,05,CIDADE,ANAGÉ,-41.1271131685047,-14.6113255924937,390.04906
9313,RURAL,,ANAGÉ,2901205,ANAGÉ,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,3,00002,POVOADO,GAMELEIRA,-41.0642831031124,-14.6586544279224,757.52307
9314,RURAL,,ANAGÉ,2901205,ANAGÉ,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,3,00004,POVOADO,CAPINAL,-41.0013096168872,-14.4437091593233,401.805592
9315,RURAL,,ANAGÉ,2901205,ANAGÉ,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,3,00005,POVOADO,LAGOA TORTA,-41.0922582469079,-14.5990495143674,446.483378
9316,RURAL,,ANAGÉ,2901205,ANAGÉ,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,3,00006,POVOADO,POMBO,-41.081992758825,-14.6216454745041,498.658374
9317,URBANO,,COQUINHOS,2901205,ANAGÉ,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,2,10,VILA,COQUINHOS,-40.6907975573526,-14.4616694098787,522.249306
9318,RURAL,,COQUINHOS,2901205,ANAGÉ,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,3,00001,POVOADO,LINDO HORIZONTE,-40.7373308488744,-14.550540283762,769.856032
9319,RURAL,,COQUINHOS,2901205,ANAGÉ,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,BAHIA,3,00003,POVOADO,ROSEIRA,-40.7139161404757,-14.6380441664537,844.675921
9320,URBANO,,ANDARAÍ,2901304,ANDARAÍ,SEABRA,CENTRO SUL BAIANO,BAHIA,1,05,CIDADE,ANDARAÍ,-41.3246418039988,-12.8013506460241,416.653209
9321,URBANO,,IGATU,2901304,ANDARAÍ,SEABRA,CENTRO SUL BAIANO,BAHIA,2,10,VILA,IGATU,-41.3168282931825,-12.8972433286388,714.801772
9322,URBANO,,UBIRAITÁ,2901304,ANDARAÍ,SEABRA,CENTRO SUL BAIANO,BAHIA,2,20,VILA,UBIRAITÁ,-41.0100670422404,-12.5930655283676,570.827066
9323,RURAL,,UBIRAITÁ,2901304,ANDARAÍ,SEABRA,CENTRO SUL BAIANO,BAHIA,3,00002,POVOADO,NOVA VISTA,-41.1289688844049,-12.5883300599865,434.996479
9324,RURAL,,UBIRAITÁ,2901304,ANDARAÍ,SEABRA,CENTRO SUL BAIANO,BAHIA,3,00001,POVOADO,PERUCA,-41.1602060055617,-12.7650536024422,334.981513
9325,URBANO,,ANDORINHA,2901353,ANDORINHA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,1,05,CIDADE,ANDORINHA,-39.8323357010101,-10.3442400415346,414.549904
9326,RURAL,,ANDORINHA,2901353,ANDORINHA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,3,00001,POVOADO,MEDRADO,-39.7655287919785,-10.30189638,398.673032
9327,RURAL,,ANDORINHA,2901353,ANDORINHA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,4,00002,PROJETO DE ASSENTAMENTO,AGROVILA DO PA NOVA JABUTICABA,-39.8371187207867,-10.2611103459999,438.591333
9328,RURAL,,ANDORINHA,2901353,ANDORINHA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,3,00003,POVOADO,CALDEIRÃO DA VACA,-39.8500134978035,-10.3585928419999,419.698678
9329,URBANO,,SÍTIO DA BARAÚNA,2901353,ANDORINHA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,2,10,VILA,SÍTIO DA BARAÚNA,-39.9442948304846,-10.2113165125766,449.546349
9330,URBANO,,TANQUINHO DO POÇO,2901353,ANDORINHA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,2,15,VILA,TANQUINHO DO POÇO,-40.0219452965024,-10.36933678267,452.0743
9331,URBANO,,ANGICAL,2901403,ANGICAL,COTEGIPE,EXTREMO OESTE BAIANO,BAHIA,1,05,CIDADE,ANGICAL,-44.6958234827073,-12.0066827725325,471
9332,RURAL,,ANGICAL,2901403,ANGICAL,COTEGIPE,EXTREMO OESTE BAIANO,BAHIA,3,00003,POVOADO,SANTA LUZIA,-44.826037909465,-11.9092917203544,438.849529
9333,URBANO,,MISSÃO DE ARICOBÉ,2901403,ANGICAL,COTEGIPE,EXTREMO OESTE BAIANO,BAHIA,2,15,VILA,MISSÃO DE ARICOBÉ,-44.4649069598872,-12.0620663000563,507.497735
9334,RURAL,,MISSÃO DE ARICOBÉ,2901403,ANGICAL,COTEGIPE,EXTREMO OESTE BAIANO,BAHIA,3,00002,POVOADO,BREJO DA MISSÃO,-44.4782842500942,-12.0393885440251,494.443675
9335,RURAL,,MISSÃO DE ARICOBÉ,2901403,ANGICAL,COTEGIPE,EXTREMO OESTE BAIANO,BAHIA,3,00004,POVOADO,ARICOBÉ,-44.4171737015404,-12.0836009135504,511
9336,URBANO,,ANGUERA,2901502,ANGUERA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,1,05,CIDADE,ANGUERA,-39.2484989182822,-12.1495870700754,238.081262
9337,RURAL,,ANGUERA,2901502,ANGUERA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,3,00001,POVOADO,GUARIBAS,-39.2363793839898,-12.2000412145971,228.917906
9338,URBANO,,ANTAS,2901601,ANTAS,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,1,05,CIDADE,ANTAS,-38.3310416783347,-10.4127021692653,432.826899
9339,RURAL,,ANTAS,2901601,ANTAS,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,3,00003,POVOADO,DUAS SERRAS,-38.377859528814,-10.4404731784008,404.148826
9340,RURAL,,ANTAS,2901601,ANTAS,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,3,00008,POVOADO,SÍTIO DAS CHAGAS,-38.3461219029837,-10.39220949,360.718166
9341,RURAL,,ANTAS,2901601,ANTAS,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,3,00004,POVOADO,ENTRONCAMENTO,-38.3349092597923,-10.3683979609999,344.693213
9342,RURAL,,ANTAS,2901601,ANTAS,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,3,00001,POVOADO,BOA VISTA,-38.3021761551054,-10.3627967209999,370.892335
9343,RURAL,,ANTAS,2901601,ANTAS,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,3,00007,POVOADO,FREI APOLÔNIO,-38.260232755752,-10.4125002229999,405.219859
9344,RURAL,,ANTAS,2901601,ANTAS,RIBEIRA DO POMBAL,NORDESTE BAIANO,BAHIA,3,00009,POVOADO,RASO VELOSO,-38.3695970717293,-10.4211197984999,447.700323
9345,URBANO,,ANTÔNIO CARDOSO,2901700,ANTÔNIO CARDOSO,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,1,05,CIDADE,ANTÔNIO CARDOSO,-39.1186615354614,-12.4348389094768,167.955661
9346,URBANO,,OLEIRO,2901700,ANTÔNIO CARDOSO,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,2,12,VILA,OLEIRO,-39.2363558838853,-12.3662597827764,197.09008
9347,URBANO,,POÇO,2901700,ANTÔNIO CARDOSO,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,2,15,VILA,POÇO,-39.1970453999512,-12.2981162784051,227.704042
9348,URBANO,,SANTO ESTEVÃO VELHO,2901700,ANTÔNIO CARDOSO,FEIRA DE SANTANA,CENTRO NORTE BAIANO,BAHIA,2,20,VILA,SANTO ESTEVÃO VELHO,-39.1465817403469,-12.3962633638613,236.52515
9349,URBANO,,ANTÔNIO GONÇALVES,2901809,ANTÔNIO GONÇALVES,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,1,05,CIDADE,ANTÔNIO GONÇALVES,-40.2756586985804,-10.5757977912944,500.564109
9350,RURAL,,ANTÔNIO GONÇALVES,2901809,ANTÔNIO GONÇALVES,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,3,00002,POVOADO,CALDEIRÃO DO MULATO,-40.1945675427652,-10.583810928,506.333341
9351,RURAL,,ANTÔNIO GONÇALVES,2901809,ANTÔNIO GONÇALVES,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,3,00007,POVOADO,JIBOIA,-40.2527307072063,-10.5908106664999,505.976087
9352,RURAL,,ANTÔNIO GONÇALVES,2901809,ANTÔNIO GONÇALVES,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,3,00006,POVOADO,BREJÃO DA GROTA,-40.4785425651127,-10.642020993,698.9042
9353,RURAL,,ANTÔNIO GONÇALVES,2901809,ANTÔNIO GONÇALVES,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,3,00008,POVOADO,LIMOEIRO,-40.3762482328207,-10.54543077,610.359727
9354,RURAL,,ANTÔNIO GONÇALVES,2901809,ANTÔNIO GONÇALVES,SENHOR DO BONFIM,CENTRO NORTE BAIANO,BAHIA,3,00009,POVOADO,ANGICO,-40.4800591335525,-10.6890501894354,611.687537
9355,URBANO,,APORÁ,2901908,APORÁ,ALAGOINHAS,NORDESTE BAIANO,BAHIA,1,05,CIDADE,APORÁ,-38.0799953494517,-11.6553942918973,190.109812
