ID,TIPO,NM_BAIRRO,NM_DISTRITO,CD_GEOCODMU,NM_MUNICIPIO,NM_MICRO,NM_MESO,NM_UF,CD_NIVEL,CD_CATEGORIA,NM_CATEGORIA,NM_LOCALIDADE,LONG,LAT,ALT
4021,RURAL,,TUFILÂNDIA,2112274,TUFILÂNDIA,PINDARÉ,OESTE MARANHENSE,MARANHÃO,3,00006,POVOADO,PIMENTA,-45.592536610827,-3.81088326150238,30.683237
4022,URBANO,,TUNTUM,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,1,05,CIDADE,TUNTUM,-44.6490121516647,-5.24965554,109.085686
4023,RURAL,,TUNTUM,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00003,POVOADO,ARROZ,-44.6317118928693,-5.19685900999056,118.189192
4024,RURAL,,TUNTUM,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00010,POVOADO,ARARA,-44.6069025889861,-5.31292320570973,131.914534
4025,RURAL,,TUNTUM,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00011,POVOADO,ARARA DO CAMPO,-44.6101525941459,-5.32414862781697,124.154711
4026,RURAL,,TUNTUM,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00004,POVOADO,CREOLE,-44.586133055705,-5.35979754976153,150.932181
4027,RURAL,,TUNTUM,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00009,POVOADO,SERRA GRANDE,-44.7832742013575,-5.26050068867356,115.863957
4028,RURAL,,TUNTUM,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00012,POVOADO,SÃO BENTO DE CIMA,-44.7214248070149,-5.80467159063801,198.561324
4029,RURAL,,TUNTUM,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00013,POVOADO,SÃO BENTO DE BAIXO,-44.7150479390158,-5.78804280157949,194.471245
4030,RURAL,,TUNTUM,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00007,POVOADO,BELÉM,-44.6149719561282,-5.76019124363395,204.506694
4031,RURAL,,TUNTUM,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00015,POVOADO,SÃO MIGUEL,-44.552192129258,-5.60255398655557,161.911193
4032,RURAL,,TUNTUM,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00019,POVOADO,CIGANA,-44.7854879972329,-5.38121352333465,101.180434
4033,URBANO,,SÃO JOAQUIM DOS MELOS,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,2,10,VILA,SÃO JOAQUIM DOS MELOS,-44.8265646826207,-5.89823919114294,213.09871
4034,RURAL,,SÃO JOAQUIM DOS MELOS,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00016,POVOADO,SÃO LOURENÇO,-44.8216451634521,-5.78509930569975,185.573227
4035,RURAL,,SÃO JOAQUIM DOS MELOS,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00008,POVOADO,IPUIRU,-44.8688623402612,-5.50279334044909,143.352561
4036,RURAL,,SÃO JOAQUIM DOS MELOS,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00020,POVOADO,MARAJA,-44.7267215981083,-5.71964496066079,184.294547
4037,RURAL,,SÃO JOAQUIM DOS MELOS,2112308,TUNTUM,ALTO MEARIM E GRAJAÚ,CENTRO MARANHENSE,MARANHÃO,3,00021,POVOADO,SANTA ROSA,-44.7998956398292,-5.99010595595194,254.332534
4038,URBANO,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,1,05,CIDADE,TURIAÇU,-45.3691524172241,-1.66902204768173,13.905937
4039,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00001,POVOADO,COLÔNIA SANTA AMÉLIA,-45.5932262540725,-1.69196394367774,41.671302
4040,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00015,POVOADO,CANARINHO,-45.4387510817969,-1.65597832020348,17.785235
4041,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00002,POVOADO,FORTALEZA,-45.4918028272046,-1.57351254550958,21.97643
4042,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00016,POVOADO,SANTO ANTÔNIO,-45.452830049354,-1.55898417766909,18.294764
4043,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00003,POVOADO,PAU SANTO,-45.5224089530857,-1.51737678681041,15.346206
4044,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00004,POVOADO,MUTUOCA,-45.4284133321544,-1.52511980777965,16.515779
4045,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00005,POVOADO,ANTÔNIO DINO,-45.4118247021693,-1.53801374217764,14.838333
4046,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00006,POVOADO,SANTA BÁRBARA,-45.4272427444366,-1.44421423675452,9
4047,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00007,POVOADO,SABABÁS,-45.3534069568344,-1.35099290330787,4.017035
4048,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00008,POVOADO,IGARAPÉ GRANDE,-45.2996889996327,-1.41573276423763,5.075242
4049,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00009,POVOADO,CUNHÃ COEMA,-45.3229563127596,-1.44020522792279,5.493942
4050,RURAL,,TURIAÇU,2112407,TURIAÇU,GURUPI,OESTE MARANHENSE,MARANHÃO,3,00010,POVOADO,CRISTÓVÃO,-45.3728429347756,-1.60530433652558,10.226776
